NBC,BOX NO.,REV,6 DIGIT,LENGTH,WIDTH,DEPTH,STYLE,TEST,PRINTING,COMENT,PZS X HOJA,MEDIDA CORTE A CORTE,ANCHO  CM,LARGO CM,TAPA CM,ALTURA CM,FONDO CM,MATERIAL,OUT/LENGTH,OUT/WIDTH,OUT/DEPTH,CUBE/1,CUBE/12,CUBE/6,CUBE/4,GIR&LNTH/84,SQ FT OF ITEM,LB PER SQ FT,ITEM WT/LB,T/B FLAT DIM,L/R FLAT DIM
NBC115,J2-WHITE,NA,457814,2.5,2.5,4,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,F1-KHLR,NA,467282,5.125,5.125,7.125,TTFFAB,.020CCNB,KOHLER,BLACK AQUEOUS COATING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,C3-WHITE,NA,469183,3.875,3.875,5.8125,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,C1/2-BROWN,NA,473052,3.875,3.875,4.3125,TTQB,.018CCNB,PLAIN ,WHITE (CLAY COATED) SIDE TO BE CARTON INSIDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,G2-1/2-WHITE,NA,473965,4.5625,4.5625,8.25,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,3-B-BROWN,NA,474772,4.25,4.25,4.4375,TTQB,.018CCNB,PLAIN ,WHITE (CLAY COATED) SIDE TO BE CARTON INSIDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,A1/4-WHITE,NA,474949,3.0625,3.0625,3.75,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,114871 // CTN1EWHITE,NA,114871,4.75,4.75,10,TTQB,.024CCNB,PLAIN ,AQUEOUS COATING,1,46.86X49.87,50X52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112640 // CTN3WHITE,NA,112640,4.25,4.25,5.0313,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,1,32.14X44.79,35X47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,004350 // CTN503HWHITE,NA,004350,5.0625,5.0625,10.75,TTQB,.024CCNB,PLAIN ,AQUEOUS COATING,1,50.04x53.04,53x55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112666 // CTN7WHITE,NA,112666,4.375,4.375,7.3125,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,1,38.55X46.09,41.5X48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,113778 // CTN79IWHITE,NA,113778,4.25,4.25,10.4375,TTQB,.024CCNB,PLAIN ,AQUEOUS COATING,1,45.9X44.49,49X47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,345827 // CTN7BWHITE,NA,345827,4.375,4.375,5.5625,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,1,34.10X46.09,37X48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,474949 // CTNA1/4WHITE,NA,474949,3.0625,3.0625,3.75,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,32.72x42.36,36x44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,455962 // CTNA1WHITE,NA,455962,3.0625,3.0625,4.5,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,32.72x46.16,36x48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112577 // CTNA1-1/2WHITE,NA,112577,3.0625,3.0625,5.1875,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,32.72x49.70,36x52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112585 // CTNA2WHITE,NA,112585,3.0625,3.0625,6.75,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,32.72x57.60,36x60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,410688 // CTNA3WHITE,NA,410688,3.0625,3.0625,9.0625,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,32.72x69.39,36x72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,407117 // CTNB1WHITE,NA,407117,3.4375,3.4375,4.375,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,36.54x47.99,39.5x50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,407162 // CTNB1-1/2WHITE,NA,407162,3.4375,3.4375,5.125,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,36.54x51.80,39.5x54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,407426 // CTNB2WHITE,NA,407426,3.4375,3.4375,6.3125,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,36.54x57.87,39.5x60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,407740 // CTNB3WHITE,NA,407740,3.4375,3.4375,7.625,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,36.54x64.51,39.5x67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,113859 // CTNC1/2WHITE,NA,113859,3.875,3.875,4.3125,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,40.98x50.82,44x67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112623 // CTNC2WHITE,NA,112623,3.875,3.875,5.4375,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,40.98x56.56,44x59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,469183 // CTNC3WHITE,NA,469183,3.875,3.875,5.8125,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,40.98x58.46,44x61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,404948 // CTNC3-1/2WHITE,NA,404948,3.875,3.875,6.25,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,40.98x60.68,44x63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112607 // CTNC4WHITE,NA,112607,3.875,3.875,7.25,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,40.98x65.76,44x68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,402416 // CTNC4-1/2WHITE,NA,402416,3.875,3.875,8.375,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,40.98X71.47,44X74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112631 // CTNC5WHITE,NA,112631,3.875,3.875,9.5,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,40.98X77.19,44X79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,340031 // CTNF1WHITENO PG,NA,340031,5.125,5.125,7.125,TTFFAB,.020CCNB,PLAIN,AQUEOUS COATING,1,45.64x53.65,48.5x56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,112682 // CTNFR2WHITE,NA,112682,4.625,4.625,9.125,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,1,44.28X48.60,47X51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,401345 // CTNG1/2WHITE,NA,401345,4.5625,4.5625,3.5,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,47.96X51.47,51X54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,406876 // CTNG1WHITE,NA,406876,4.5625,4.5625,5.25,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,47.96X60.35,51X63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,401898 // CTNG1-1/2WHITE,NA,401898,4.5625,4.5625,5.9375,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,47.96x63.84,51x66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,401807 // CTNG2WHITE,NA,401807,4.5625,4.5625,7.25,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,47.96x70.51,51x73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,473965 // CTNG2-1/2WHITE,NA,473965,4.5625,4.5625,8.25,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,2,47.9x75.59,51x78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,407570 // CTNG3WHITE,NA,407570,4.5625,4.5625,9.25,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,2,47.9x80.67,51x83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,454150 // CTNJ1WHITENO PG,NA,454150,2.5,2.5,2,TTQB,.018CCNB,PLAIN ,AQUEOUS COATING,4,29.56x54.02,32.5x56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,457814 // CTNJ2WHITE,NA,457814,2.5,2.5,4,TTQB,.018CCNB,PLAIN,AQUEOUS COATING,4,39.72x54.02,41x56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,407045 // CTNP1-1/2-4BWHITE,NA,407045,4.25,1.5,4.25,MSTE,.024CCNB,PLAIN ,AQUEOUS COATING,2,31.71X41,35X43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,407466 // CTNP3-3/4-6DWHITE,NA,407466,6.75,3.75,6.75,MSTE,.024CCNB,PLAIN ,AQUEOUS COATING,1,40.2x55.84,43x58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,474772 // CTN3-BBROWN,NA,474772,4.25,4.25,4.4375,TTQB,.018CCNB,PLAIN ,WHITE (CLAY COATED) SIDE TO BE CARTON INSIDE,2,44.79x53.94,48x56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,406635 // CTNB4BROWN,NA,406635,3.4375,3.4375,3,TTQB,.018CCNB,PLAIN ,WHITE (CLAY COATED) SIDE TO BE CARTON INSIDE,2,36.54x41,39.5x43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,473052 // CTNC1/2BROWN,NA,473052,3.875,3.875,4.3125,TTQB,.018CCNB,PLAIN ,WHITE (CLAY COATED) SIDE TO BE CARTON INSIDE,2,40.98x50.82,44x67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,401080 // CTNFR2BROWN,NA,401080,4.625,4.625,9.125,TTQB,.018CCNB,PLAIN ,WHITE (CLAY COATED) SIDE TO BE CARTON INSIDE,1,44.28X48.60,47X51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,406749 // CTNC3GENPRTS,NA,406749,3.875,3.875,5.8125,TTQB,.018CCNB,GENUINE PARTS,BLACK AQUEOUS COATING,2,40.98x58.46,44x61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,411350 // CTNC3YAN,NA,411350,3.875,3.875,5.8125,TTQB,.018CCNB,YANMAR,PMS 200 RED AQUEOUS COATING,2,40.98x58.46,44x61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC115,467282 // CTNF1KHLRNO PG,NA,467282,5.125,5.125,7.125,TTFFAB,.020CCNB,KOHLER,BLACK AQUEOUS COATING,1,45.64x53.65,48.5x56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBC118,AA021-WHITE,NA,427609,10.34,4.1,10.34,MRTE,.020CCNB,PLAIN,AQUEOUS COATING,1,53.1X75.4,55.5X77.5,NA,NA,NA,NA,NA,10.38,4.14,10.4,0.259,41.52,12.42,31.14,8.28,2.9858,0.077,0.2299,18.54,14.44
NBC118,AA022-WHITE,NA,427587,10.346,3.657,10.346,MRTE,.020CCNB,PLAIN,AQUEOUS COATING,1,52X62.5,53.7X75,NA,NA,NA,NA,NA,10.386,3.697,10.406,0.231,41.544,11.091,31.158,7.394,2.8132,0.077,0.2166,17.66,14.003
NBC118,AA022-BALD,NA,25202,10.346,3.657,10.348,MRTE,.020CCNB,BALDWIN,BLACKPMS 185 RED AQUEOUS COATING,1,52X62.6,53.7X75,NA,NA,NA,NA,NA,10.386,3.697,10.408,0.231,41.544,11.091,31.158,7.394,2.8136,0.077,0.2166,17.662,14.003
NBC118,AA023-BALD,NA,706053,10.346,4.1,10.346,MRTE,.020CCNB,BALDWIN,BLACKPMS 185 RED AQUEOUS COATING,1,53.1X75.4,55.5X77.5,NA,NA,NA,NA,NA,10.386,4.14,10.406,0.259,41.544,12.42,31.158,8.28,2.9882,0.077,0.2301,18.546,14.446
NBC118,AA024-WHITE,NA,427610,10.35,3.094,10.356,MRTE,.020CCNB,PLAIN,AQUEOUS COATING,1,47.99X70.27,50.5X72.5,NA,NA,NA,NA,NA,10.39,3.134,10.416,0.196,41.56,9.402,31.17,6.268,2.6013,0.077,0.2003,16.544,13.444
NBC118,AA024-BALD,NA,418292,10.35,3.94,10.346,MRTE,.020CCNB,BALDWIN,BLACKPMS 185 RED AQUEOUS COATING,1,47.99X70.27,50.5X72.5,NA,NA,NA,NA,NA,10.39,3.98,10.406,0.249,41.56,11.94,31.17,7.96,2.9252,0.077,0.2252,18.226,14.29
NBC118,AA031-WHITE,NA,25245,11.783,7.094,11.783,MRTE,.020CCNB,PLAIN,AQUEOUS COATING,1,71.90x98.34,51x75 (2hojas x caja),NA,NA,NA,NA,NA,11.823,7.134,11.843,0.578,47.292,21.402,35.469,14.268,5.0515,0.077,0.389,25.971,18.877
NBC118,AA025-WHITE,NA,427584,11.89,5.53,11.89,MRTE,.020CCNB,PLAIN,AQUEOUS COATING,1,64.29x90.99,66X93,NA,NA,NA,NA,NA,11.93,5.57,11.95,0.46,47.72,16.71,35.79,11.14,4.3179,0.077,0.3325,22.95,17.42
NBC118,AA026-BALD,NA,25203,12.2,3.54,12.2,MRTE,.022CCNB,BALDWIN,BLACKPMS 185 RED AQUEOUS COATING,1,64.29x90.100,66X94,NA,NA,NA,NA,NA,12.244,3.584,12.266,0.311,48.976,10.752,36.732,7.168,3.5468,0.077,0.2731,19.28,15.74
NBC118,AA026-WHITE,NA,427591,12.2,3.54,12.2,MRTE,.022CCNB,PLAIN,AQUEOUS COATING,1,54.97x82.45,57.5X85,NA,NA,NA,NA,NA,12.244,3.584,12.266,0.311,48.976,10.752,36.732,7.168,3.5468,0.077,0.2731,19.28,15.74
NBC118,AA027-WHITE,NA,275224,12.72,5.66,12.72,MRTE,.022CCNB,PLAIN,AQUEOUS COATING,1,67.06X95.7,69.5X97.5,NA,NA,NA,NA,NA,12.764,5.704,12.786,0.539,51.056,17.112,38.292,11.408,4.8024,0.077,0.3698,24.04,18.38
NBC118,AA028-WHITE,NA,117219,13.968,5.657,13.968,MTSE,.022CCNB,PLAIN,AQUEOUS COATING,1,52.34X67.17,54.5X71,NA,NA,NA,NA,NA,14.012,5.701,14.034,0.649,56.048,17.103,42.036,11.402,5.4704,0.077,0.4212,25.282,19.625
NBC118,AA029-WHITE,NA,427593,13.97,4.09,13.97,MRTE,.022CCNB,PLAIN,AQUEOUS COATING,1,62.3x94.1,65X96,NA,NA,NA,NA,NA,14.006,4.126,14.024,0.469,56.024,12.378,42.018,8.252,4.6513,0.077,0.3582,22.15,18.06
NBC118,AA030-BALD,NA,25204,14.01,4.09,13.97,MRTE,.022CCNB,BALDWIN,BLACKPMS 185 RED AQUEOUS COATING,1,62.24x94.4,65.3x96,NA,NA,NA,NA,NA,14.054,4.134,14.036,0.472,56.216,12.402,42.162,8.268,4.6614,0.077,0.3589,22.15,18.1
NCB,G3-BALD PF7890-30,A,024054,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN PF7890-30 (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G3-BALD PF7890-10,A,024059,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN PF7890-10 (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,79I-BALD PF7655,A,024060,4.25,4.25,10.4375,TTAB,.024CCNB,BALDWIN PF7655 (MEXICO),NA,2,47.6X90.1,NA,NA,NA,NA,NA,NA,10.795,10.795,26.51125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,B2-BALD PF46056,A,024062,3.4375,3.4375,6.3125,TTAB,.018CCNB,BALDWIN PF46056 (MEXICO),NA,2,39.4x63,NA,NA,NA,NA,NA,NA,8.73125,8.73125,16.03375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,A1-BALD PF46057,A,024063,3.0625,3.0625,4.5,TTAB,.018CCNB,BALDWIN PF46057 (MEXICO),NA,2,35.6x51.1,NA,NA,NA,NA,NA,NA,7.77875,7.77875,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,A1-1/2-BALD PF10,A,24445,3.0625,3.0625,5.1875,TTAB,.018CCNB,BALDWIN PF10 (MEXICO),NA,2,35.5x55,NA,NA,NA,NA,NA,NA,7.77875,7.77875,13.17625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,B1-BALD PF598-30,A,24377,3.4375,3.4375,4.375,TTAB,.018CCNB,BALDWIN PF598-30 (MEXICO),NA,2,39.5x52,NA,NA,NA,NA,NA,NA,8.73125,8.73125,11.1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,B1-BALD PF7777,A,024443,3.4375,3.4375,4.375,TTAB,.018CCNB,BALDWN PF7777 (MEXICO),NA,2,39.5x52,NA,NA,NA,NA,NA,NA,8.73125,8.73125,11.1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,B1-BALD PF7977,A,24055,3.4375,3.4375,4.375,TTAB,.018CCNB,BALDWIN PF7977 (MEXICO),NA,2,39.5x52,NA,NA,NA,NA,NA,NA,8.73125,8.73125,11.1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C1/2-BALD PF7735,A,24444,3.875,3.875,4.3125,TTAB,.018CCNB,BALDWIN PF7735 (MEXICO),NA,2,44X56.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,10.95375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C2-BALD PF46151,A,24378,3.875,3.875,5.4375,TTAB,.018CCNB,BALDWIN PF46151 (MEXICO),NA,2,44X61.6,NA,NA,NA,NA,NA,NA,9.8425,9.8425,13.81125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C3-BALD PF7779,A,024433,3.875,3.875,5.8125,TTAB,.018CCNB,BALDWIN PF7779 (MEXICO),NA,2,44x63.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,14.76375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C3-BALD PF7982,A,024056,3.875,3.875,5.8125,TTAB,.018CCNB,BALDWIN PF7982 (MEXICO),NA,2,44x63.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,14.76375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-BALD P7235,A,024448,3.875,3.875,7.25,TTAB,.018CCNB,BALDWIN P7235 (MEXICO),NA,2,44x71.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-BALD PF7680,A,024401,3.875,3.875,7.25,TTAB,.018CCNB,BALDWIN PF7680 (MEXICO),NA,2,44x71.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-BALD PF7744,A,024404,3.875,3.875,7.25,TTAB,.018CCNB,BALDWIN PF7744 (MEXICO),NA,2,44x71.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-BALD PF7748,A,024400,3.875,3.875,7.25,TTAB,.018CCNB,BALDWIN PF7748 (MEXICO),NA,2,44x71.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-BALD PF7755,A,024403,3.875,3.875,7.25,TTAB,.018CCNB,BALDWIN PF7755 (MEXICO),NA,2,44x71.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-BALD PF7812 KIT,A,024435,3.875,3.875,7.25,TTAB,.018CCNB,BALDWIN PF7812 KIT (MEXICO),NA,2,44x71.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-BALD PF7986,A,024442,3.875,3.875,7.25,TTAB,.018CCNB,BALDWIN PF7986 (MEXICO),NA,2,44x71.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-1/2-BALD PF7761,A,024434,3.875,3.875,8.375,TTAB,.018CCNB,BALDWIN  PF7761 (MEXICO),NA,2,44x76.6,NA,NA,NA,NA,NA,NA,9.8425,9.8425,21.2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C4-1/2-BALD PF7984,A,024058,3.875,3.875,8.375,TTAB,.018CCNB,BALDWIN PF7984 (MEXICO),NA,2,44x76.6,NA,NA,NA,NA,NA,NA,9.8425,9.8425,21.2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C5-BALD PT189,A,024436,3.875,3.875,9.5,TTAB,.018CCNB,BALDWIN PT189 (MEXICO),NA,2,44X82.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,24.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C5-BALD PT707-HD,A,024447,3.875,3.875,9.5,TTAB,.018CCNB,BALDWIN PT707-HD (MEXICO),NA,2,44X82.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,24.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,C5-BALD P7188,A,024438,3.875,3.875,9.5,TTAB,.018CCNB,BALDWIN P7188 (MEXICO),NA,2,44X82.5,NA,NA,NA,NA,NA,NA,9.8425,9.8425,24.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,F1-BALD P7233,A,24432,5.125,5.125,7.125,TTFFAB,.020CCNB,BALDWIN P7233 (MEXICO),NA,-,-,NA,NA,NA,NA,NA,NA,13.0175,13.0175,18.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G1-BALD PF7889-30,A,024439,4.5625,4.5625,5.25,TTAB,.018CCNB,BALDWIN PF7889-30 (MEXICO),NA,2,52X66,NA,NA,NA,NA,NA,NA,11.58875,11.58875,13.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G2-BALD PF7928,A,024446,4.5625,4.5625,7.25,TTAB,.018CCNB,BALDWIN PF7928 (MEXICO),NA,2,52X76,NA,NA,NA,NA,NA,NA,11.58875,11.58875,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G2-BALD PF7930,A,024441,4.5625,4.5625,7.25,TTAB,.018CCNB,BALDWIN PF7930 (MEXICO),NA,2,52X76,NA,NA,NA,NA,NA,NA,11.58875,11.58875,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G2-BALD PF9814,A,024440,4.5625,4.5625,7.25,TTAB,.018CCNB,BALDWIN PF9814 (MEXICO),NA,2,52X76,NA,NA,NA,NA,NA,NA,11.58875,11.58875,18.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G3-BALD P20-HD,A,24402,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN P20-HD (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G3-BALD P40019,A,24064,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN P40019 (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB,G3-BALD PF7890,A,24057,4.5625,4.5625,9.25,TTAB,.018CCNB,BALDWIN PF7890 (MEXICO),NA,2,52X86,NA,NA,NA,NA,NA,NA,11.58875,11.58875,23.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCB279,C1/2P-U6,b,366255,12.1875,8.0625,4.4375,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,32.8712,108.8698,10.5,11.8712,10.5,NA,12.4375,8.3125,4.9375,0.295411993,0.024617666,0.049235332,0.073852998,38.9375,3.861436632,0.122,0.471095269,13.5,20.25
NCB279,C2P-U6,b,116459,12.1875,8.0625,5.5625,RSC,200 OR 32ECT,PLAIN,NA,NA,NA,35.7287,108.8698,10.5,14.7287,10.5,NA,12.4375,8.3125,6.0625,0.362721055,0.030226755,0.060453509,0.090680264,41.1875,4.195421007,0.122,0.511841363,14.625,20.25
